allele	other_allele	ct	etat	info	ct2	ct3	ct4			
SCR02	SCR12	0.000125800877123927	Rec	R	0.000311912632059221	0.000526089883456152	0.000499054060783331			
SCR02	SCR12	0.0000434084157520454	Rec	R	0.000107627494499927	0.000181530756431159	0.000172201868925675			
SCR02	SCR12	8.52618289037022E-06	Rec	R	0.00002113994916056	0.000035655860798983	0.0000338235018045937			
SCR02	SCR13	0.0000394164539359172	Unk	R*	0.0000977297628972936	0.000164836669914262	0.000156365693531856			
SCR02	SCR13	0.0000818189717885446	Unk	R*	0.000202863218654698	0.000342160836369484	0.000324577149648695			
SCR02	SCR13	0.0000663810859456769	Unk	R*	0.000164586286754334	0.000277600749432388	0.000263334813379426			
SCR02	SCR13	0.000047246485621798	Unk	R*	0.000117143664040799	0.000197581278308567	0.000187427552544584			
SCR02	SCR13	0.0000935196236246363	Unk	R*	0.000231873995005715	0.000391092089485841	0.000370993819755544			
SCR02	SCR13	0.0000952657813369504	Unk	R*	0.000236203445328242	0.000398394390776335	0.000377920854900458			
SCR02	SCR20	0.0000279210716080185	Rec	R	0.0000692279349260166	0.000116763838568177	0.00011076333079679			
SCR02	SCR20	0.0000185799918261765	Rec	R	0.0000460675178634288	0.0000777001397599184	0.0000737071201899505			
SCR02	SCR20	0.000033982616349199	Rec	R	0.0000842570223043488	0.000142112766487897	0.000134809574248065			
SCR02	SCR20	0.0000133045015835529	Rec	R	0.0000329873861139619	0.0000556384331139315	0.0000527791673139892			
SCR02	SCR20	0.0000130616612604494	Rec	R	0.0000323852840771477	0.000054622892998467	0.0000518158159277556			
SCR02	SCR20	9.30496256665115E-06	Rec	R	0.0000230708674830429	0.0000389126593086551	0.0000369129330453685			
SCR02	SCR29	0.0666661080294705	Unk	D	0.165292974898197	0.278792690524323	0.264465500474636			
SCR02	SCR29	0.0587540800712656	Unk	D	0.145675770934359	0.245705179836036	0.233078360958242			
SCR02	SCR29	0.0523226236244105	Unk	D	0.129729518776382	0.218809308758395	0.207564671944831			
SCR02	SCR29	0.0498788618179929	Unk	D	0.123670418119917	0.20858967918724	0.197870230372071			
SCR02	SCR29	0.0337442395981172	Unk	D	0.0836659873167437	0.141115892697647	0.133863929922338			
SCR02	SCR29	0.0333004856320729	Unk	D	0.0825657368995766	0.139260146715451	0.132103550950378			
SCR03	Hom	0.0505033250370161	Dom	H	0.667592040837925	1.37111026632901	1.87261523892739			
SCR03	Hom	0.017408262364331	Dom	H	0.230115886245664	0.472615362041783	0.645481804669281			
SCR03	Hom	0.0246473892759366	Dom	H	0.325808268980095	0.669149772805552	0.91390174258953			
SCR03	Hom	0.0756499807481633	Dom	H	1	2.05381457904751	2.80502930588715			
SCR03	Hom	0.0235029565291628	Dom	H	0.31068027112133	0.638079670251422	0.871467265256297			
SCR03	Hom	0.0292914273983779	Dom	H	0.387196759453096	0.79523034952472	1.08609825741047			
SCR03	SCR01	0.0406570706027205	Dom	D	0.53743662854412	1.10379518301806	1.50752549312344			
SCR03	SCR01	0.0177950862823894	Dom	D	0.235229224203358	0.483117210086892	0.659824867491517			
SCR03	SCR01	0.013902627616104	Dom	D	0.183775692718092	0.377441196978972	0.515496203783958			
SCR03	SCR01	0.0581843425470574	Dom	D	0.769125675533897	1.57964152553128	2.15742005978283			
SCR03	SCR01	0.0196360438065151	Dom	D	0.259564425692096	0.53309720168852	0.728085820832096			
SCR03	SCR01	0.0206625900401931	Dom	D	0.27313410837444	0.560966813814567	0.76614917842766			
SCR03	SCR02	0.0000182720749606159	Unk	R*	0.00024153442975013	0.000496066933162743	0.000677511153829854			
SCR03	SCR02	0.00617219774893263	Unk	R*	0.0815888872395051	0.167568446100759	0.228859219741534			
SCR03	SCR02	0.00497875245046588	Unk	R*	0.0658130035358503	0.135167706152835	0.184607403626515			
SCR03	SCR02	0.000081096546270539	Unk	R*	0.00107199691881624	0.00220168290055881	0.00300698277310028			
SCR03	SCR02	0.0000117254271033326	Unk	R*	0.000154995771147203	0.000318332574472836	0.000434767680356481			
SCR03	SCR02	0.0000117254271033326	Unk	R*	0.000154995771147203	0.000318332574472836	0.000434767680356481			
SCR03	SCR04	0.0000057221946307595	Rec	R	0.0000756403977128365	0.000155351351587576	0.000212173532293466			
SCR03	SCR04	0.0000200644342072307	Rec	R	0.000265227221590771	0.000544727534463391	0.000743970129281139			
SCR03	SCR04	5.09293273948599E-07	Rec	R	6.73223269737533E-06	0.0000138267576634098	0.0000188841100101895			
SCR03	SCR04	0.000025751214481507	Rec	R	0.000340399484928252	0.000699117424845908	0.000954830530932639			
SCR03	SCR04	0.0000608239906511149	Rec	R	0.000804018587309312	0.00165130509644105	0.00225529569988061			
SCR03	SCR04	8.10322760714198E-07	Rec	R	0.0000107114734557797	0.0000219993803465608	0.0000300459969526944			
SCR03	SCR12	0.000291637483492436	Rec	R	0.00385508998955716	0.00791764002409261	0.01081364039754			
SCR03	SCR12	0.00177685421368613	Rec	R	0.0234878343142112	0.0482396565447795	0.0658840635831843			
SCR03	SCR12	0.000196333038654685	Rec	R	0.00259528207030577	0.0053302281527346	0.00727984226425116			
SCR03	SCR12	0.0000532200444163067	Rec	R	0.00070350374038395	0.00144486623841501	0.00197334860857821			
SCR03	SCR12	0.000189310189356254	Rec	R	0.00250244861246512	0.00513956544359807	0.00701944169444129			
SCR03	SCR12	0.0000105406405062365	Rec	R	0.000139334344860258	0.000286166908836032	0.000390836920649612			
SCR03	SCR20	0.000019720139499594	Rec	R	0.148435769375272	0.304859547195067	0.00073120400911519			
SCR03	SCR20	0.00318996683179093	Rec	R	0.179488918587104	0.368636957771667	0.118280934898966			
SCR03	SCR20	0.000461442300715946	Rec	R	0.156496664749195	0.321415131634208	0.0171098414524797			
SCR03	SCR20	0.000030391683769198	Rec	R	0.0288162325777041	0.0591831985813125	0.00112689471675675			
SCR03	SCR20	0.0000538406548357305	Rec	R	0.0419830684655611	0.0862254380877192	0.00199636025242538			
SCR03	SCR20	0.0000523900103356264	Rec	R	0.0405563494483751	0.0832952217700183	0.00194257173463631			
SCR03	SCR29	0.0000192470918095588	Unk	R*	0.000254422957140357	0.000522537578619246	0.000713663850869172			
SCR03	SCR29	0.000246692247677433	Unk	R*	0.00326096907411867	0.00669742582624798	0.00914711381849454			
SCR03	SCR29	8.44733733274803E-07	Unk	R*	0.0000111663443258089	0.0000229336007710107	0.0000313219230735205			
SCR03	SCR29	0.0000269379576504717	Unk	R*	0.000356086774696578	0.000731336209277839	0.000998833838462736			
SCR03	SCR29	0.000020557152967311	Unk	R*	0.000271740359534858	0.000558104312128304	0.000762239672087588			
SCR03	SCR29	0.0000388965035192647	Unk	R*	0.000514164090123831	0.00105599770431902	0.00144224534083215			
SCR04	SCR01	0.0775024140490755	Dom	D	0.0658526386145319	0.139103954951267	0.150243699137429			
SCR04	SCR01	0.112469152063881	Dom	D	0.0955633513745232	0.201863439404542	0.218029098219155			
SCR04	SCR01	0.461162989262784	Dom	D	0.391843274134525	0.827710936113313	0.893995809836863			
SCR04	SCR03	0.699792932797598	Dom	D	0.594603557501359	1.25601203257298	1.35659618018047			
SCR04	SCR03	1.17690673721877	Dom	D	1	2.11235203141231	2.28151372972129			
SCR04	SCR03	0.360982298880624	Dom	D	0.30672124431345	0.647903243502827	0.699788730098335			
SCR04	SCR03	0.22144187977559	Dom	D	0.188155843426383	0.397451378083815	0.429280140104582			
SCR04	SCR03	0.280291519507127	Dom	D	0.238159499510984	0.503076702592164	0.54336416799786			
SCR04	SCR03	0.260616440210281	Dom	D	0.22144187977559	0.467763204583727	0.5052226890433			
SCR04	SCR10	0.371130892657262	Dom	D	0.315344352207811	0.666118282980568	0.719462469152188			
SCR04	SCR10	0.835087919428368	Dom	D	0.709561678100188	1.49884405214726	1.61887471066966			
SCR04	SCR10	0.668963777393057	Dom	D	0.568408486618007	1.20067882137954	1.29683176630908			
SCR04	SCR10	0.0977337053910741	Dom	D	0.0830428633810317	0.175415761157217	0.189463432959193			
SCR04	SCR10	0.11784806698978	Dom	D	0.100133734698703	0.211517697903705	0.228456490523359			
SCR04	SCR10	0.178006274449634	Dom	D	0.151249261152411	0.319491684044906	0.345077265929427			
SCR04	SCR12	0.00244992987719449	Dom	R	0.00208166866559375	0.0043972170344943	0.00474935564128274			
SCR04	SCR12	0.0009483818858858	Dom	R	0.000805825861891986	0.00170218789633211	0.00183850276767106			
SCR04	SCR12	0.00482294269145986	Dom	R	0.00409798205663882	0.00865638072203219	0.00934960232637296			
SCR04	SCR12	0.000626786259822109	Dom	R	0.000532570882637065	0.00112497718580945	0.00121506778078625			
SCR04	SCR12	0.000561883038334408	Dom	R	0.000477423588943193	0.00100848668794831	0.00108924847306671			
SCR04	SCR12	0.000493125816833603	Dom	R	0.000419001609251505	0.000885078900467442	0.000955957924282625			
SCR04	SCR13	0.0005708071591684	Rec	R	0.000485006280546336	0.00102450400195978	0.00110654848806752			
SCR04	SCR13	0.00037263005304872	Rec	R	0.000316618166303736	0.000668809026773736	0.000722368693501153			
SCR04	SCR13	0.000580716664647732	Rec	R	0.000493426238701007	0.0010422899176722	0.00112575873820108			
SCR04	SCR13	0.00150567015305149	Rec	R	0.00127934534269864	0.00270242773352735	0.00291884396442195			
SCR04	SCR13	0.000619567738502913	Rec	R	0.000526437413356182	0.00111202113951437	0.00120107418641109			
SCR04	SCR13	0.000768970885918368	Rec	R	0.000653383026539194	0.00138017496340039	0.00149070234581602			
SCR04	SCR20	0.00041106709058511	Rec	R	0.000349277540509736	0.000737797122222434	0.000796881504156247			
SCR04	SCR20	0.000231211598317715	Rec	R	0.000196457026717433	0.000414986399471792	0.000448219403756046			
SCR04	SCR20	0.000351718673012812	Rec	R	0.000298850080375938	0.000631276574369843	0.000681830561506013			
SCR04	SCR20	0.000266974827170545	Rec	R	0.000226844505794445	0.000479175452629617	0.000517548854481868			
SCR04	SCR20	0.000256626214740952	Rec	R	0.00021805144505112	0.000460601412906123	0.000497487365669699			
SCR04	SCR20	0.000302422721437544	Rec	R	0.000256964049804167	0.000542798532603765	0.000586267007672993			
SCR04	SCR29	0.510506062853596	Dom	D	0.433769343576032	0.916273554067214	0.98965071290091			
SCR04	SCR29	0.707106781186547	Dom	D	0.600818024763424	1.26913917511815	1.37077457256178			
SCR04	SCR29	0.664342907048256	Dom	D	0.564482202403065	1.19238512694221	1.2878738949659			
SCR04	SCR29	0.429282718218876	Dom	D	0.364755086060042	0.770491147006901	0.832193736831657			
SCR04	SCR29	0.514056913328033	Dom	D	0.436786447958346	0.922646740638177	0.99653427797316			
SCR04	SCR29	0.517632461920689	Dom	D	0.439824537961217	0.929064256227355	1.00346572202684			
SCR10	SCR01	0.000200143668753538	Unk	D*	0.00112957068329481	0.00273830229319669	0.00337832399283341			
SCR10	SCR01	0.000395980244829309	Unk	D*	0.00223483300025788	0.00541767630837194	0.0066839464377074			
SCR10	SCR01	0.000419658578262761	Unk	D*	0.0023684687602211	0.00574163576781275	0.00708362474103183			
SCR10	SCR01	0.0000650973127061307	Unk	D*	0.000367396163226473	0.000890640817040527	0.00109880974378917			
SCR10	SCR01	0.000027383074094676	Unk	D*	0.000154544572448729	0.00037464654792834	0.000462212453622486			
SCR10	SCR01	0.000600983094967181	Unk	D*	0.0033918279277006	0.00822246038243458	0.010144290956888			
SCR10	SCR02	0.012031909751595	Unk	D*	0.0679056829730987	0.164616778884472	0.203092556694732			
SCR10	SCR02	0.0113927314857907	Unk	D*	0.0642982891696962	0.155871744270518	0.192303550554731			
SCR10	SCR02	0.0608440384268921	Unk	D*	0.343391537130825	0.832448865304219	1.02701662320165			
SCR10	SCR02	0.0404573133006178	Unk	D*	0.228332953592084	0.553524148316084	0.682899004801215			
SCR10	SCR02	0.0320509185570051	Unk	D*	0.18088894942385	0.438510517621137	0.541003309411783			
SCR10	SCR02	0.0894901450457717	Unk	D*	0.50506441156519	1.22437582424405	1.5105484276026			
SCR10	SCR04	0.000343675191414548	Rec	R	0.00193963378015045	0.00470205513182706	0.00580106356662784			
SCR10	SCR04	0.000267779536058258	Rec	R	0.00151129393900623	0.00366367481033052	0.00451998325547542			
SCR10	SCR04	0.000554445522007264	Rec	R	0.00312917920933445	0.00758574804699281	0.00935876024148813			
SCR10	SCR04	0.000767967742083965	Rec	R	0.004334255750265	0.0105070914425937	0.0129629074202653			
SCR10	SCR04	0.000582010714611126	Rec	R	0.00328475162208481	0.00796288628268946	0.00982404676351835			
SCR10	SCR04	0.00145308350967425	Rec	R	0.00820091159080518	0.0198806284082217	0.0245273153774759			
SCR10	SCR12	0.000205771861512378	Unk	R	0.00116133507324484	0.00281530544415353	0.00347332504258879			
SCR10	SCR12	0.000106514195268655	Unk	R	0.00060114473307857	0.00145729348811591	0.00179790579284601			
SCR10	SCR12	0.000888299212888947	Unk	R	0.00501338241235508	0.0121534285188605	0.0149940418420791			
SCR10	SCR12	0.000172633491500622	Unk	R	0.000974308766139669	0.00236191676010909	0.00291396610212704			
SCR10	SCR12	0.0000772556514874439	Unk	R	0.000436015386259951	0.00105698735787131	0.00130403635861898			
SCR10	SCR12	0.000495097402241224	Unk	R	0.0027942303367876	0.00677376586706994	0.00835699396937057			
SCR10	SCR13	0.000520859246961141	Rec	R	0.00293962501614189	0.0071262312681134	0.00879184089037969			
SCR10	SCR13	0.00045077952324002	Rec	R	0.00254410912547308	0.00616742268142537	0.00760893056634769			
SCR10	SCR13	0.000841003703690085	Rec	R	0.00474645605402835	0.0115063463398252	0.0141957175459628			
SCR10	SCR13	0.000169272691308937	Rec	R	0.000955341084610788	0.00231593535620468	0.0028572374931563			
SCR10	SCR13	0.000141198082534155	Rec	R	0.000796893629268015	0.00193182744978246	0.00238335228357692			
SCR10	SCR13	0.00084341282866805	Rec	R	0.00476005267172028	0.0115393072248377	0.0142363823582223			
SCR10	SCR20	0.00245089060788532	Rec	R	0.0138323345218529	0.03353230913445	0.0413697949877451			
SCR10	SCR20	0.000389860950608386	Rec	R	0.00220029693225504	0.00533395406273581	0.00658065584343331			
SCR10	SCR20	0.00178588770235467	Rec	R	0.0100791916366872	0.024433949978061	0.0301448819787573			
SCR10	SCR20	0.000284859042101587	Rec	R	0.00160768724203626	0.00389735120317564	0.00480827668694527			
SCR10	SCR20	0.000268715154787618	Rec	R	0.00151657438326914	0.00367647564948831	0.00453577602684424			
SCR10	SCR20	0.000557030090786448	Rec	R	0.00314376599661634	0.00762110929853297	0.00940238645645773			
SCR10	SCR29	0.0243488931143906	Unk	D	0.137420264173149	0.333133844638582	0.410997011894376			
SCR10	SCR29	0.0174576115323784	Unk	D	0.0985272544974042	0.238849512405591	0.294675661062381			
SCR10	SCR29	0.0363979245771392	Unk	D	0.205422578646447	0.497984877352852	0.614378574421512			
SCR10	SCR29	0.101063456519983	Unk	D	0.570381857934211	1.38271820672899	1.70590007711198			
SCR10	SCR29	0.0820890347424003	Unk	D	0.463294030945185	1.12311617690102	1.38562142557849			
SCR10	SCR29	0.177185608402783	Unk	D	1	2.42419738197297	2.99080353517965			
SCR12	SCR01	0.0280727195136742	Dom	D	0.0743217634645912	0.152660174303564	0.163855242034204			
SCR12	SCR01	0.0219753455408209	Dom	D	0.0581791312573759	0.119502497041965	0.128266004318624			
SCR12	SCR01	0.0226116683669554	Dom	D	0.0598637786798692	0.122962837017354	0.131980102293257			
SCR12	SCR01	0.0181029726283211	Dom	D	0.047927129006247	0.0984444330555865	0.105663683923008			
SCR12	SCR01	0.0133483140120008	Dom	D	0.035339299285478	0.0725884766076249	0.0779116259869145			
SCR12	SCR01	0.0231425362732524	Dom	D	0.0612692370624648	0.125849710413	0.135078679516319			
SCR12	SCR02	0.144967901710109	Dom	D	0.383798587650501	0.788339196446833	0.846150677006199			
SCR12	SCR02	0.14900831411012	Dom	D	0.394495469886893	0.81031106350957	0.869733812633629			
SCR12	SCR02	0.129035531401632	Dom	D	0.34161806941036	0.701698554909546	0.753156395073433			
SCR12	SCR02	0.0603619111803608	Dom	D	0.159806522586179	0.328249633157258	0.35232124772548			
SCR12	SCR02	0.047308406943707	Dom	D	0.125247724184476	0.257264339727841	0.276130371560114			
SCR12	SCR02	0.048821307897563	Dom	D	0.1292530884237	0.265491534218463	0.28496089301519			
SCR12	SCR03	0.278822964588051	Dom	D	0.738176235918834	1.51624648809372	1.62743778083258			
SCR12	SCR03	0.239959375660165	Dom	D	0.635285938372972	1.3049052870069	1.40059824122208			
SCR12	SCR03	0.377718695104009	Dom	D	1	2.05404402677145	2.20467376439834			
SCR12	SCR03	0.0375947696969591	Dom	D	0.0995311330475897	0.204441329314197	0.219433677770862			
SCR12	SCR03	0.066552457728915	Dom	D	0.176195826660338	0.361913985293726	0.388454316434525			
SCR12	SCR03	0.102693311738316	Dom	D	0.271877757361304	0.558448883520005	0.599401758777925			
SCR12	SCR04	0.337847932987447	Dom	D	0.894443238755807	1.83722579185248	1.97195554222841			
SCR12	SCR04	0.0878973745414826	Dom	D	0.232705914959489	0.477988194616924	0.513040625531497			
SCR12	SCR04	0.0741471966288487	Dom	D	0.19630269189729	0.403214371730786	0.432783394706727			
SCR12	SCR04	0.0457269065261279	Dom	D	0.121060744725745	0.24866409958042	0.266899447795375			
SCR12	SCR04	0.0733651650713955	Dom	D	0.194232284560852	0.398961663908391	0.428218821970463			
SCR12	SCR04	0.0660751024729616	Dom	D	0.174932041568043	0.359318115073775	0.385668082597706			
SCR12	SCR10	0.00899496468906235	Unk	D	0.0238139250337754	0.0489148504696096	0.0525019357493136			
SCR12	SCR10	0.00159010013204238	Unk	D	0.00420974696951266	0.00864700561694672	0.00928111869844001			
SCR12	SCR10	0.000876069735126789	Unk	D	0.00231937086112604	0.0047640898631637	0.00511345608743457			
SCR12	SCR10	0.0126037774878457	Unk	D	0.0333681590326767	0.0685396677454296	0.073565904785614			
SCR12	SCR10	0.000804288102800364	Unk	D	0.00212933093655556	0.00437373949125162	0.0046944800515458			
SCR12	SCR10	0.000776891097416912	Unk	D	0.00205679810792258	0.00422475386785321	0.00453456882720107			
SCR12	SCR13	0.00229072276180712	Rec	R	0.00606462637804132	0.0124570095864164	0.0133705226665459			
SCR12	SCR13	0.00201821578487892	Rec	R	0.00534317154813632	0.0109751096024646	0.0117799501308558			
SCR12	SCR13	0.00197498429127779	Rec	R	0.00522871734144363	0.0107400156228686	0.0115276159441354			
SCR12	SCR20	0.00181171138630606	Rec	R	0.00479645675416512	0.00985213334556046	0.0105746223679791			
SCR12	SCR20	0.000476050589605772	Rec	R	0.00126033102352714	0.00258877541063068	0.0027786187420276			
SCR12	SCR20	0.000539499524744315	Rec	R	0.00142831035830979	0.00293381235986203	0.003148958374384			
SCR12	SCR20	0.00324255309864591	Rec	R	0.0085845713772601	0.0176330875598543	0.0189261792940503			
SCR12	SCR20	0.00138201290449027	Rec	R	0.00365884167875174	0.00751542189514246	0.00806655225723116			
SCR12	SCR20	0.00141567966746049	Rec	R	0.00374797352053402	0.00769850262235049	0.00826305889038106			
SCR12	SCR29	0.0782077022477847	Dom	D	0.207052770385774	0.425295506237381	0.456483810715511			
SCR12	SCR29	0.0440130309683877	Dom	D	0.116523305673997	0.239343999999338	0.25689587496043			
SCR12	SCR29	0.109043773988195	Dom	D	0.288690433917147	0.592982861373576	0.636468225689908			
SCR12	SCR29	0.0469570756130879	Dom	D	0.124317584016215	0.255353790871166	0.274079715933937			
